Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_depletion Replicate 1	Raw Counts TopA_depletion Replicate 2	Raw Counts TopA_depletion Replicate 3	Raw Counts TopA_depletion Replicate 4	Normalized Counts TopA_depletion Replicate 1	Normalized Counts TopA_depletion Replicate 2	Normalized Counts TopA_depletion Replicate 3	Normalized Counts TopA_depletion Replicate 4	RPKM TopA_depletion	Expression TopA_depletion	pValue wildtype vs TopA_depletion	qValue wildtype vs TopA_depletion	
4637471			4637330	-	-	predicted RNA	-	2	1	9	4	4106	2204	20342	9628	24	63	69	30	12	17	63405	24737	18277	22064	125	226	3,60E-11	4,10E-10	

1326728			1326755	+	-	predicted RNA	-	3	3	3	3	6018	5043	6893	7405	88	226	1	2	1	1	1446	1734	1940	1564	31	59	3,62E-11	4,12E-10	

8137002			8137198	+	-	predicted RNA	antisense: SCO7327	4	3	4	2	8076	6282	8933	5395	14	36	28	21	20	21	26246	17306	31225	28034	66	130	1,30E-10	1,43E-09	

3510004			3510129	+	-	predicted RNA	-	2	4	3	6	5300	6604	7497	13526	25	65	67	25	10	13	61815	21015	15376	16744	127	228	1,64E-10	1,79E-09	

168604			168583	-	-	predicted RNA	-	18	18	2	2	37035	29281	4664	4753	345	860	2	8	4	9	1909	6631	7290	12198	162	318	1,83E-10	2,00E-09	

1924974			1925043	+	-	predicted RNA	-	1	1	1	1	3048	2871	2337	2623	15	38	23	16	4	4	21569	13842	6734	6351	98	173	2,03E-10	2,20E-09	

6419066			6418747	-	-	predicted RNA	antisense: SCO5861	14	19	27	17	28676	31453	59334	35742	47	121	122	123	60	82	112667	101432	90480	105700	172	320	4,74E-10	5,06E-09	

4375733			4375563	-	-	predicted RNA	antisense: SCO3973	2	3	6	3	5077	6379	13211	7209	18	46	27	29	21	21	25278	24083	32885	27267	83	160	5,27E-10	5,58E-09	

5965010			5965021	+	-	predicted RNA	-	5	5	2	4	9989	8752	6150	9572	282	717	2	3	1	1	2329	3274	2510	2179	116	214	5,74E-10	6,05E-09	

3351000			3350925	-	-	predicted RNA	-	12	17	10	10	24910	28123	23254	22188	127	323	8	12	9	5	8195	10013	13983	7001	67	128	5,94E-10	6,26E-09	

4956134			4955919	-	-	predicted RNA	antisense: SCO4537	8	6	8	9	17454	11294	17906	19853	29	76	66	59	23	35	61209	48729	34778	45640	120	220	1,28E-09	1,31E-08	

7292952			7293213	+	-	predicted RNA	antisense: SCO6583	6	7	7	3	13086	12541	16618	6940	18	46	44	37	28	29	40651	30586	43227	37438	75	144	1,52E-09	1,56E-08	

2547530			2547504	-	-	predicted RNA	antisense: SCO2376	0	0	0	0	262	1166	515	1004	11	27	6	5	2	1	5961	4193	3703	2343	82	150	3,29E-09	3,28E-08	

5117351			5117336	-	-	predicted RNA	antisense: SCO4689	0	0	0	0	465	257	475	446	9	25	4	4	0	0	4162	3713	1056	960	90	154	4,61E-09	4,54E-08	

6785446			6785289	-	-	predicted RNA	antisense: SCO6180	4	4	8	2	8212	6813	17747	5581	23	60	39	32	20	23	36389	26856	30450	29792	103	195	6,01E-09	5,85E-08	

1989702			1989723	+	-	predicted RNA	-	3	2	2	2	6999	4673	4912	5823	99	254	1	2	1	1	1102	1788	1934	1699	38	74	6,69E-09	6,46E-08	

2521142			2521157	+	-	predicted RNA	-	0	0	0	0	863	820	584	809	18	48	6	5	1	2	5770	4648	2763	3204	142	256	8,94E-09	8,55E-08	

6284919			6284980	+	-	predicted RNA	-	1	2	3	2	3640	3957	7883	4967	31	82	27	22	10	10	25072	18292	15520	13317	159	291	9,05E-09	8,63E-08	

1851006			1851022	+	-	predicted RNA	-	2	2	2	2	5708	4400	4753	4921	113	290	0	1	1	1	534	1361	1700	2021	42	82	9,52E-09	9,04E-08	

8458375			8458446	+	-	predicted RNA	antisense: SCO7631	1	0	0	1	2232	1134	1426	3209	10	27	9	8	6	5	9097	7322	10506	7540	62	119	1,11E-08	1,05E-07	

2860747			2860803	+	-	predicted RNA	-	15	16	5	6	29734	26940	12102	12922	142	358	1	21	5	5	1813	17662	7907	6755	84	149	1,58E-08	1,47E-07	

8243552			8243974	+	-	predicted RNA	antisense: SCO7429	113	108	14	23	221153	176824	30008	46432	112	280	21	98	37	54	19812	81500	56141	69615	72	134	1,59E-08	1,47E-07	

2844266			2844153	-	-	predicted RNA	-	73	85	51	72	144063	138653	109081	146897	465	1181	64	91	44	49	59128	75333	66566	63481	311	580	1,78E-08	1,64E-07	

157091			156801	-	-	predicted RNA	antisense: SCO0166	44	54	14	10	86331	88721	31068	21936	78	195	13	26	23	30	12323	22096	35436	39342	47	93	2,89E-08	2,61E-07	

1992474			1992484	+	-	predicted RNA	-	3	2	1	1	7067	4689	4159	2716	165	423	1	2	0	0	1193	1887	1186	1212	68	124	4,66E-08	4,16E-07	

5109848			5109744	-	-	predicted RNA	antisense: SCO4679 SCO4678	1	5	0	0	3009	9347	1653	1851	15	37	12	26	5	13	11040	21425	7948	16861	76	136	8,48E-08	7,40E-07	

3496641			3496653	+	-	predicted RNA	-	0	0	0	0	1019	909	435	614	22	57	4	3	2	3	3842	3241	3442	4528	152	289	9,01E-08	7,85E-07	

1509542			1509279	-	-	predicted RNA	-	15	17	19	17	29783	28975	41339	34449	49	127	123	93	44	54	113159	77423	66764	70307	168	310	1,01E-07	8,74E-07	

5003747			5003892	+	-	predicted RNA	antisense: SCO4582	2	1	6	2	4106	3000	14509	5712	17	46	25	25	12	18	23111	20792	18325	24232	79	148	1,54E-07	1,30E-06	

3494871			3494900	+	-	predicted RNA	-	19	21	20	22	38326	35290	44419	44636	529	1355	14	23	17	16	13531	19215	26150	20980	343	665	2,04E-07	1,70E-06	

3099691			3099882	+	-	predicted RNA	antisense: SCO2838	6	6	6	2	13241	10634	13251	5693	21	55	44	40	14	22	40399	33102	22289	29171	89	162	2,43E-07	2,01E-06	

1908173			1908232	+	-	predicted RNA	antisense: SCO1783	1	1	0	1	2504	2839	1188	3014	15	39	17	11	4	3	16409	9499	6666	4511	86	154	2,78E-07	2,29E-06	

1235088			1234906	-	-	predicted RNA	antisense: SCO1172	1	2	16	7	3426	4311	34277	14680	29	77	64	35	21	23	58913	29042	32014	29915	110	204	3,84E-07	3,11E-06	

6358343			6358446	+	-	predicted RNA	antisense: SCO5814	1	1	1	1	2368	1818	4050	3377	10	27	12	13	10	4	11016	11097	15245	6192	55	104	4,31E-07	3,46E-06	

742815			742780	-	-	predicted RNA	-	6	8	7	9	12930	14487	15232	18187	165	422	4	9	5	4	3999	8146	8463	5964	97	184	6,11E-07	4,83E-06	

5889871			5890143	+	-	predicted RNA	-	23	37	24	30	45752	60759	51658	61094	79	200	145	159	78	89	133630	131053	118585	115449	245	456	8,65E-07	6,76E-06	

156639			156606	-	-	predicted RNA	antisense: SCO0166	3	6	1	0	7242	10361	2357	1535	64	158	1	2	1	2	1078	1705	1824	2665	27	53	8,76E-07	6,83E-06	

4607250			4607054	-	-	predicted RNA	-	5	8	12	6	10222	13852	26839	13740	31	82	68	47	20	22	62650	39229	31431	29030	113	206	9,35E-07	7,25E-06	

162554			162618	+	-	predicted RNA	-	10	7	2	2	20551	12677	4377	4623	64	162	1	4	3	5	1451	3332	4992	6907	32	64	1,23E-06	9,40E-06	

2854103			2854084	-	-	predicted RNA	-	5	8	3	5	11241	13249	8071	10577	214	539	3	4	2	4	2987	3717	4457	6286	112	218	1,79E-06	1,35E-05	

4960588			4960636	+	-	predicted RNA	-	1	0	0	1	2708	997	970	2735	14	37	10	7	4	4	9541	5824	7221	5589	76	143	2,33E-06	1,72E-05	

7369807			7369660	-	-	predicted RNA	antisense: SCO6636	4	5	1	4	8892	9202	2575	8149	19	48	20	20	12	23	18715	16586	18448	30319	74	142	2,70E-06	1,98E-05	

2767106			2767169	+	-	predicted RNA	-	0	1	1	1	1271	1978	2347	2167	11	30	7	7	6	4	7059	6453	9875	5618	58	113	3,17E-06	2,30E-05	

3933659			3933555	-	-	predicted RNA	-	7	10	12	11	14619	16917	26809	23992	76	196	102	47	23	18	93585	39465	35882	23535	253	458	3,21E-06	2,32E-05	

1519925			1519533	-	-	predicted RNA	-	171	227	255	249	334647	369141	541665	503693	433	1112	2003	1308	474	520	1835754	1077638	712152	668092	1523	2731	3,56E-06	2,56E-05	

4392121			4392037	-	-	predicted RNA	-	0	0	2	1	1184	1222	4961	2325	10	28	9	8	8	5	9126	6610	12406	6644	52	102	4,49E-06	3,18E-05	

5148450			5148493	+	-	predicted RNA	-	18	20	20	17	36015	34100	43468	35342	330	846	23	33	10	11	21096	27655	15828	14354	250	448	4,59E-06	3,25E-05	

82511			82578	+	-	predicted RNA	-	1	1	0	1	2048	2340	2010	2530	12	32	8	8	6	6	7794	6987	9567	7909	61	118	4,97E-06	3,50E-05	

3151850			3151823	-	-	predicted RNA	antisense: SCO2897	0	0	0	0	330	394	1386	893	10	26	4	3	2	1	4114	3137	4087	2044	63	119	5,05E-06	3,56E-05	

3501300			3501309	+	-	predicted RNA	-	8	9	3	7	16804	15839	8041	15164	553	1396	5	7	4	5	5193	6105	6919	7522	337	643	5,06E-06	3,56E-05	

4200514			4200466	-	-	predicted RNA	-	0	0	1	1	1562	1608	3783	2642	18	48	14	8	5	4	12877	7041	8065	6315	94	174	5,22E-06	3,67E-05	

669659			669925	+	-	predicted RNA	antisense: SCO0627	149	214	235	140	292253	349296	499841	282891	521	1333	1541	1089	370	364	1412314	897479	556203	467682	1751	3121	5,29E-06	3,71E-05	

6031575			6031610	+	-	predicted RNA	-	1	1	0	0	2834	3097	2020	1804	26	67	10	8	5	7	9226	6921	8936	9567	126	240	6,17E-06	4,29E-05	

7057110			7056858	-	-	predicted RNA	antisense: SCO6390	8	12	14	18	16241	20617	31157	38152	40	104	79	55	41	43	72975	45330	62855	55812	123	234	1,07E-05	7,23E-05	

4366747			4366737	-	-	predicted RNA	-	1	1	0	0	3611	2429	1168	1376	77	195	0	1	0	0	677	947	377	585	33	58	1,08E-05	7,26E-05	

2462899			2463304	+	-	predicted RNA	antisense: rnpB SCO2293	73	205	132	120	142966	333400	280736	242757	245	615	205	128	100	104	188535	105550	150586	133636	187	356	1,10E-05	7,40E-05	

6131541			6131690	+	-	predicted RNA	-	10	16	16	9	21405	26168	34089	19722	66	168	75	79	30	35	68851	65427	45497	45933	206	376	1,28E-05	8,51E-05	

6388951			6388889	-	-	predicted RNA	-	0	1	3	1	1786	2397	7289	3935	23	61	13	9	10	9	11942	8059	16267	12444	98	193	1,50E-05	9,81E-05	

5077475			5077535	+	-	predicted RNA	-	87	102	105	95	171439	166672	223581	193636	1208	3095	90	145	70	104	83342	119831	105390	133718	962	1812	1,67E-05	1,08E-04	

7064490			7064348	-	-	predicted RNA	-	10	15	15	8	20269	24607	32940	17750	65	167	70	74	28	32	64483	61404	43289	41850	202	368	1,68E-05	1,10E-04	

5113411			5113464	+	-	predicted RNA	-	2	2	1	0	4184	4287	3357	1088	23	59	15	18	4	4	13913	15369	6810	6280	111	196	1,74E-05	1,13E-04	

7634289			7634331	+	-	predicted RNA	antisense: SCO6864	0	0	0	0	834	1351	851	1600	10	26	5	3	4	2	5002	3046	6090	3743	53	103	1,77E-05	1,15E-04	

2258205			2257907	-	-	predicted RNA	antisense: SCO2100	717	895	913	503	1400650	1455755	1935644	1016187	1898	4856	4541	4623	1691	2326	4162183	3808514	2540484	2985118	6202	11284	1,87E-05	1,20E-04	

4061970			4061940	-	-	predicted RNA	-	0	0	0	1	1029	281	1505	2065	14	39	5	5	3	3	5422	4367	4663	4171	80	150	1,90E-05	1,22E-04	

721173			721159	-	-	predicted RNA	-	0	1	1	2	902	2155	3545	4298	70	181	1	1	0	0	1050	1457	836	246	34	59	1,94E-05	1,25E-04	

2786721			2786687	-	-	predicted RNA	-	7	6	6	10	15260	11004	12825	20774	166	427	7	8	4	6	7197	7119	6741	8618	112	211	2,10E-05	1,34E-04	

6681346			6681366	+	-	predicted RNA	-	0	0	0	0	242	563	1545	1069	15	40	6	2	2	2	5918	1734	3161	3257	88	167	2,10E-05	1,34E-04	

5400674			5400537	-	-	predicted RNA	-	3	8	9	11	6630	13249	20936	22467	44	114	37	28	30	33	34776	23843	45737	43186	136	267	2,20E-05	1,39E-04	

6265333			6265246	-	-	predicted RNA	-	113	159	74	96	221784	258611	157076	194725	939	2364	103	126	96	113	95160	103961	145223	145582	718	1391	2,23E-05	1,41E-04	

2362868			2362912	+	-	predicted RNA	-	9	12	7	7	17862	20384	14895	14745	149	377	5	11	7	6	5274	9785	10760	8606	100	191	2,29E-05	1,45E-04	

4830481			4830553	+	-	predicted RNA	-	4	5	0	0	8601	8736	9	1209	25	63	19	18	5	9	17917	15208	8963	12825	103	188	2,48E-05	1,56E-04	

8026180			8025948	-	-	predicted RNA	-	7	5	10	8	14008	8993	23006	16885	25	67	48	37	29	20	44155	30540	44969	26599	82	156	2,57E-05	1,61E-04	

4862778			4862520	-	-	predicted RNA	antisense: SCO4440	7	14	18	17	15280	23135	38159	34384	41	107	96	68	36	31	88349	56221	55174	40731	126	232	2,61E-05	1,63E-04	

4580796			4580898	+	-	predicted RNA	-	2	5	5	4	5387	9210	11429	8158	32	82	25	29	14	16	23077	23971	22104	21736	118	220	2,93E-05	1,82E-04	

4219200			4219224	+	-	predicted RNA	antisense: SCO3836	3	2	0	1	7581	4183	1119	2130	59	150	1	2	0	0	1178	1804	1351	1183	29	55	3,20E-05	1,97E-04	

7570561			7570412	-	-	predicted RNA	-	4	6	2	3	8746	10851	4813	7386	21	52	17	23	15	19	16252	19235	23777	25486	73	141	3,52E-05	2,15E-04	

4945393			4945264	-	-	predicted RNA	antisense: SCO4524	5	3	2	5	10911	6395	5813	10214	24	64	37	16	10	17	34805	13602	16446	23066	90	169	4,10E-05	2,48E-04	

6502880			6502997	+	-	predicted RNA	antisense: SCO5933	4	5	1	1	8474	9363	3991	3228	21	53	23	21	12	8	21755	17658	18133	11143	78	145	4,31E-05	2,60E-04	

2915527			2915245	-	-	predicted RNA	antisense: SCO2674	5	11	17	12	11629	17979	37763	25741	31	82	90	58	25	22	82812	48116	38687	29446	97	175	4,80E-05	2,86E-04	

2647378			2647409	+	-	predicted RNA	-	1	1	0	0	2174	1697	1505	1293	20	52	7	7	3	3	6916	5969	5177	5085	97	180	5,13E-05	3,04E-04	

4983705			4983571	-	-	predicted RNA	antisense: SCO4566	4	4	4	1	9135	6829	9012	4018	20	53	19	21	13	17	17493	17377	19545	22802	75	142	5,16E-05	3,05E-04	

1906243			1906163	-	-	predicted RNA	-	2	4	1	5	5824	7666	2872	10680	33	83	28	20	8	12	26404	17116	13195	15678	122	223	6,09E-05	3,57E-04	

5609887			5609876	-	-	predicted RNA	-	0	0	0	0	582	756	1089	586	24	62	4	3	1	1	4496	2881	2633	2120	137	252	6,28E-05	3,67E-04	

291715			291492	-	-	predicted RNA	antisense: SCO0297	7	9	11	8	14251	15155	24423	18048	31	80	52	36	30	25	48455	29940	46005	32575	91	175	6,96E-05	4,04E-04	

2262864			2262732	-	-	predicted RNA	-	11	14	4	12	22871	23706	10557	25918	62	156	30	52	35	40	28189	43401	52973	51775	171	331	7,73E-05	4,46E-04	

5499960			5500174	+	-	predicted RNA	antisense: SCO5060	4	4	7	7	8824	7955	15994	15071	21	55	21	32	21	28	19626	26935	32946	36020	69	134	8,42E-05	4,83E-04	

46703			46871	+	-	predicted RNA	antisense: SCO0061	5	14	9	6	10853	22757	19629	13610	39	98	55	44	18	25	51119	36555	27426	32622	119	218	8,74E-05	5,00E-04	

4957722			4957587	-	-	predicted RNA	-	5	3	5	10	10960	6483	12290	20867	35	93	29	39	18	25	26786	32651	27213	32423	117	218	1,10E-04	6,19E-04	

160189			160231	+	-	predicted RNA	-	8	9	1	1	16920	15598	3406	2670	90	224	1	4	2	7	1417	4110	3257	9585	54	106	1,17E-04	6,53E-04	

1142776			1142763	-	-	predicted RNA	-	8	11	5	6	17192	18220	11161	12159	416	1048	3	9	6	7	3613	7864	9560	10229	287	558	1,18E-04	6,59E-04	

4134483			4134383	-	-	predicted RNA	-	23	33	21	20	45442	55216	44765	40794	182	460	34	31	20	16	31912	26028	30491	20805	144	270	1,23E-04	6,86E-04	

5877933			5877898	-	-	predicted RNA	-	5	5	4	4	10513	8977	8507	8819	100	255	18	20	19	23	17135	16536	28543	29968	325	640	1,40E-04	7,72E-04	

3163081			3162996	-	-	predicted RNA	-	2	4	4	4	5455	7529	10191	8214	35	91	17	27	13	15	15989	22957	19930	20447	123	230	1,65E-04	8,93E-04	

5610107			5610087	-	-	predicted RNA	-	0	0	1	0	834	1206	2258	930	24	62	5	5	2	3	5274	4611	3655	4282	115	212	1,91E-04	0,001025148	

8093007			8093140	+	-	predicted RNA	antisense: SCO7287	23	19	13	13	46587	31501	29068	26486	97	249	19	27	18	10	17588	22365	27405	13200	79	150	2,54E-04	0,001344554	

2838956			2838802	-	-	predicted RNA	-	17	17	14	22	34326	28107	29682	44990	86	221	25	21	11	19	23531	17431	16699	25533	71	134	2,76E-04	0,001447522	

5142196			5142222	+	-	predicted RNA	-	96	120	54	69	187418	195591	116212	141296	2354	5930	101	136	69	79	93394	112592	104416	102577	2043	3823	2,95E-04	0,001535707	

4359699			4359735	+	-	predicted RNA	antisense: SCO3960	1	0	1	1	1980	1544	2792	2725	23	61	13	8	2	2	12395	7339	4389	3790	106	188	3,04E-04	0,001576137	

4695343			4695371	+	-	predicted RNA	-	0	0	0	0	563	780	960	1014	11	28	2	2	1	3	2682	2417	2681	4353	54	104	3,11E-04	0,001610343	

3394245			3394236	-	-	predicted RNA	-	0	0	0	0	747	900	1079	400	30	78	2	3	2	2	2649	3116	3058	2654	152	286	3,54E-04	0,001813241	

2413185			2413314	+	-	predicted RNA	antisense: SCO2244	2	3	6	5	5766	6097	13172	11191	26	69	33	27	11	13	30542	22882	16548	17641	92	168	3,76E-04	0,001916172	

6384086			6384030	-	-	predicted RNA	-	1	1	1	1	2650	2461	3099	2409	18	46	5	8	6	7	5469	6763	9855	9801	71	139	3,86E-04	0,001964109	

2758919			2759051	+	-	predicted RNA	antisense: SCO2559	1	3	3	2	3475	5486	7596	5209	16	40	11	16	12	10	10581	13395	18832	13047	54	104	3,94E-04	0,002000107	

4439816			4439793	-	-	predicted RNA	-	4	5	0	2	8630	8848	990	5535	100	250	4	1	2	2	3918	1183	3175	2677	58	114	4,04E-04	0,002043055	

5029562			5029541	-	-	predicted RNA	antisense: SCO4606	0	0	0	0	427	249	921	1228	12	32	2	3	1	2	2443	2765	2030	3234	63	119	4,16E-04	0,00210268	

3306782			3306755	-	-	predicted RNA	-	7	9	5	7	14852	15429	11122	15257	199	505	9	12	4	5	8438	10141	6035	7276	157	284	4,20E-04	0,002119345	

6245281			6245359	+	-	predicted RNA	-	13	17	14	15	25948	28517	30058	31491	144	367	17	25	12	11	15665	20779	19504	14289	119	222	4,21E-04	0,002122523	

4302563			4302533	-	-	predicted RNA	-	4	6	4	3	8542	10803	10062	7386	117	296	4	5	3	3	4353	4155	4999	5108	78	150	4,22E-04	0,002129252	

6244917			6244942	+	-	predicted RNA	-	8	8	5	6	17396	14528	11954	12122	211	538	7	8	6	6	6796	6983	9546	8196	157	303	4,33E-04	0,002177105	

4764404			4764487	+	-	predicted RNA	antisense: SCO4349	2	6	0	2	5562	10039	1980	4139	26	64	25	17	4	8	23025	14732	6652	11049	92	165	4,54E-04	0,002269435	

1181996			1182193	+	-	predicted RNA	antisense: SCO1125	9	13	27	24	18493	21518	57462	49251	71	185	38	26	13	10	35435	21868	20163	13534	62	114	4,79E-04	0,00238901	

7515838			7515909	+	-	predicted RNA	-	1	5	6	5	2611	8237	12726	10512	46	118	24	18	14	17	22643	14864	22110	22345	148	284	4,92E-04	0,002449998	

7477666			7477424	-	-	predicted RNA	antisense: SCO6721	76	69	26	41	149072	113393	55254	84770	163	414	68	55	47	62	62369	45632	70893	80624	137	266	5,70E-04	0,002797687	

4323870			4324374	+	-	predicted RNA	-	53	98	52	45	103572	160630	111963	91562	92	231	53	65	66	82	49410	53874	100075	105677	76	152	5,99E-04	0,002928304	

6289123			6289172	+	-	predicted RNA	-	9	8	5	6	18541	14013	12053	13619	114	291	7	8	7	6	6906	7359	11082	8243	86	167	6,52E-04	0,003162647	

1751174			1751161	-	-	predicted RNA	-	1	1	0	1	2223	2139	1990	2065	58	150	7	8	3	3	7212	6987	5952	4950	243	448	7,02E-04	0,00338218	

3979771			3979517	-	-	predicted RNA	-	4	10	22	22	8872	16989	48549	44906	45	116	73	52	27	58	67758	43480	41190	75205	118	223	8,31E-04	0,003925401	

4787045			4786896	-	-	predicted RNA	antisense: SCO4371	4	6	5	5	8125	10779	12469	11861	28	72	56	23	9	9	51553	19078	14230	12573	90	162	0,001044889	0,004831412	

5356377			5356436	+	-	predicted RNA	antisense: SCO4921	1	1	0	1	3378	1986	1693	3395	16	43	17	6	3	2	15899	5484	4835	3767	69	124	0,001051525	0,004856854	

6898183			6898242	+	-	predicted RNA	antisense: SCO6271	1	1	0	1	3378	1986	1693	3395	16	43	17	6	3	2	15899	5484	4835	3767	69	124	0,001051525	0,004856854	

5837375			5837418	+	-	predicted RNA	-	14	19	14	21	28938	32056	29820	42515	297	757	59	70	51	46	54226	58175	76688	59837	738	1414	0,00107616	0,004959947	

5073293			5073368	+	-	predicted RNA	-	159	202	149	151	310882	328935	316826	305944	1633	4153	164	264	154	190	150680	218192	232501	244404	1460	2782	0,001118139	0,005134091	

6334424			6334458	+	-	predicted RNA	-	0	1	0	1	1611	2751	2109	2288	24	62	7	9	3	4	6997	7504	4759	6028	99	180	0,001183248	0,005421425	

5660488			5660139	-	-	predicted RNA	antisense: SCO5202	10	20	14	9	20716	32941	30038	20178	29	74	54	49	38	37	49768	40922	57101	48476	73	140	0,001224893	0,005600257	

4386310			4386069	-	-	predicted RNA	antisense: SCO3986 SCO3987	9	11	19	8	18910	18148	42210	17871	38	100	59	49	29	34	54150	40620	44221	44633	101	189	0,001240731	0,005668415	

2515722			2515584	-	-	predicted RNA	antisense: SCO2345	4	2	4	7	8746	4810	9824	14485	26	68	36	19	16	8	33888	15721	25505	11395	82	155	0,001317779	0,005986601	

5648458			5648491	+	-	predicted RNA	-	0	0	3	1	1562	1520	6378	3628	36	96	14	11	5	3	13049	9826	7701	5091	144	262	0,001452603	0,006533283	

805770			805745	-	-	predicted RNA	antisense: SCO0760	4	4	0	1	8377	7891	1545	3237	81	202	0	2	2	2	859	2309	3669	3427	49	98	0,001466659	0,006579235	

5074095			5074131	+	-	predicted RNA	-	13	17	12	16	25599	28831	27423	32579	304	773	18	20	14	14	16524	16491	22467	18127	259	497	0,001544366	0,006895325	

5354015			5354146	+	-	predicted RNA	-	16	29	16	20	32084	48580	34109	41110	117	295	16	43	21	13	15073	36000	32165	17957	103	191	0,001586536	0,007057862	

6125383			6125466	+	-	predicted RNA	-	64	89	66	57	125987	146013	141834	115880	621	1576	95	126	55	72	87575	104093	82936	93602	591	1095	0,001620338	0,007192705	

4963846			4963941	+	-	predicted RNA	-	4	3	3	3	8309	5405	7645	7275	28	74	21	16	13	9	19884	13746	20787	11899	90	172	0,001655268	0,007325586	

4934786			4934829	+	-	predicted RNA	antisense: SCO4511	2	2	1	1	3970	3595	3456	2093	29	74	10	15	3	6	9536	12356	5507	8061	112	201	0,001679933	0,007423243	

2895121			2895172	+	-	predicted RNA	-	3	2	0	1	6232	4352	1237	3293	28	72	14	9	5	7	13526	7446	8716	9737	100	189	0,001729359	0,00762199	

1609840			1609826	-	-	predicted RNA	-	20	20	19	19	39064	33199	41487	38645	990	2539	30	32	15	16	27841	27133	23324	21566	900	1664	0,001915958	0,008379749	

5252988			5252979	-	-	predicted RNA	-	0	0	0	0	232	579	178	279	12	31	1	1	0	1	945	1001	1083	1552	59	114	0,001997969	0,008698477	

5870393			5870592	+	-	predicted RNA	antisense: SCO5398	9	8	6	9	19473	14222	12795	19211	32	82	38	32	25	23	35430	26943	38131	29634	85	162	0,002096815	0,009096462	

1045845			1045670	-	-	predicted RNA	-	4	7	8	3	9222	11696	18827	7870	26	67	36	17	21	16	33635	14487	32075	21314	74	144	0,002107991	0,009140319	

4482419			4482378	-	-	predicted RNA	-	30	38	33	30	59295	62456	70317	60805	590	1505	139	119	73	93	128137	98596	110808	120230	1443	2724	0,0021714	0,009386757	

8466677			8466636	-	-	predicted RNA	-	0	1	1	1	1630	1850	2713	2735	20	53	11	8	1	3	10892	7107	2942	3913	84	147	0,002242626	0,009650839	

4006899			4006884	-	-	predicted RNA	-	4	5	3	4	8562	8985	8240	9042	214	544	5	6	3	3	5011	5248	4553	4593	163	303	0,002254243	0,009691095	

5889578			5889627	+	-	predicted RNA	-	8	7	7	14	17503	12267	15331	28821	143	369	12	13	9	7	11221	11424	14251	9708	122	233	0,002294416	0,009848978	

2819481			2819444	-	-	predicted RNA	-	15	22	11	12	30666	37141	25294	25202	309	778	61	58	35	45	56178	48497	53041	58155	751	1420	0,002335541	0,010010462	

4551769			4551686	-	-	predicted RNA	-	1	2	2	1	2766	3756	4575	2632	16	40	5	9	8	8	5092	7496	13030	10352	54	107	0,002465341	0,010508974	

6219578			6219666	+	-	predicted RNA	-	8	6	12	12	16843	10892	26899	24913	85	223	53	40	23	25	48866	33541	35066	32358	225	420	0,002516875	0,010707339	

4272899			4272911	+	-	predicted RNA	-	0	0	0	0	1388	659	1465	725	31	81	4	4	1	2	3732	3431	2510	3322	135	249	0,002538872	0,010790204	

6807677			6807653	-	-	predicted RNA	-	0	1	0	0	1465	1874	1881	1851	27	70	5	4	3	5	5035	3551	4862	6538	103	199	0,00257084	0,010920653	

4626203			4626393	+	-	predicted RNA	-	15	15	7	18	30365	24631	16133	37594	55	142	70	60	24	35	64832	50190	36931	45412	141	258	0,00279981	0,011811309	

3511189			3511355	+	-	predicted RNA	antisense: SCO3202	4	3	12	9	8018	5132	27017	19480	33	89	50	19	20	20	45883	16280	30189	26066	93	177	0,00283521	0,011931277	

1418994			1418917	-	-	predicted RNA	-	2	2	4	2	4523	4850	8705	4772	28	73	15	16	8	9	14366	13751	12626	12403	91	170	0,002837729	0,011936015	

1710746			1710722	-	-	predicted RNA	-	39	46	39	43	76254	75681	83727	87449	1265	3231	47	77	35	43	43616	63465	53357	55905	1160	2163	0,003399378	0,014036563	

4918804			4918888	+	-	predicted RNA	-	5	3	1	2	10066	5848	3010	5433	28	71	20	19	8	6	18338	16437	12193	8747	90	163	0,003405341	0,014047646	

6975493			6975352	-	-	predicted RNA	-	1	5	1	5	2213	9355	3198	10866	18	45	17	14	13	7	16323	12223	19868	9860	53	102	0,003405856	0,014047646	

1711120			1711009	-	-	predicted RNA	-	208	238	160	201	406251	387185	339803	406921	1352	3437	245	389	188	194	224538	320498	283457	249080	1290	2405	0,003684039	0,015066751	
