Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts novo10 Replicate 1	Raw Counts novo10 Replicate 2	Normalized Counts novo10 Replicate 1	Normalized Counts novo10 Replicate 2	RPKM novo10	Expression novo10	pValue wildtype vs novo10	qValue wildtype vs novo10
4228776			4228806	+	-	predicted RNA	-	4	6	5	5	8008	9806	10924	11024	125	320	12	12	14808	19134	180	547	0,376991434	1

4233406			4233562	+	-	predicted RNA	-	21	27	30	25	42112	45016	65573	50925	126	324	49	44	60920	69780	138	416	0,843492951	1

4260724			4260706	-	-	predicted RNA	-	3	5	3	4	7601	8213	8200	8800	169	431	8	7	10951	11474	197	590	0,72182527	1

4268510			4268493	-	-	predicted RNA	-	14	17	12	13	27327	28589	26077	26244	591	1503	20	19	25624	30311	515	1553	0,720497179	1

4275861			4275872	+	-	predicted RNA	-	1	2	2	2	3853	3764	5932	4549	146	377	6	6	8127	9471	243	733	0,27698851	1

4280571			4280555	-	-	predicted RNA	-	6	8	6	5	12290	12999	13489	10177	282	719	9	7	11971	12460	239	718	0,726106376	1

4285060			4285020	-	-	predicted RNA	-	4	5	6	5	8659	9588	13241	11601	102	262	6	5	8182	8263	67	200	0,262333257	1

4293733			4293720	-	-	predicted RNA	-	3	3	2	3	7309	6338	5833	7851	191	488	5	5	7156	7958	179	539	0,847438428	1

4295797			4296080	+	-	predicted RNA	-	36	42	25	41	72138	69254	53471	83393	96	244	55	47	68294	74719	83	251	0,473596951	1

4302563			4302542	-	-	predicted RNA	-	2	4	3	2	5640	7215	6526	4651	107	273	6	4	8164	7033	116	345	0,907316197	1

4318096			4318115	+	-	predicted RNA	-	4	4	4	3	8775	6982	8665	6475	150	386	5	4	7095	6390	113	337	0,458635302	1

4318504			4318599	+	-	predicted RNA	-	14	16	13	12	27628	27447	28721	24737	110	282	34	19	42583	30464	129	380	0,698212924	1

4323964			4324253	+	-	predicted RNA	-	37	73	39	31	72478	119684	83301	63875	116	292	62	63	76878	99373	100	303	0,490515132	1

4388136			4388279	+	-	predicted RNA	-	16	18	20	13	31686	30793	43884	26467	89	230	29	21	36050	33613	81	241	0,737089508	1

4410884			4410906	+	-	predicted RNA	antisense: SCO4014	2	2	1	2	4698	3338	4090	5963	76	196	4	4	5964	7208	94	286	0,681613834	1

4436887			4436825	-	-	predicted RNA	-	5	7	8	8	10465	11487	17222	16662	86	221	11	10	14616	16443	82	246	0,919345373	1

4482395			4482371	-	-	predicted RNA	-	19	24	22	20	37724	40366	47954	41017	654	1670	32	23	40191	37344	521	1550	0,474352321	1

4493205			4493274	+	-	predicted RNA	-	7	7	9	7	14416	11495	19074	14466	82	212	10	14	12583	21963	80	246	1	1

4530489			4530470	-	-	predicted RNA	-	0	3	1	1	1698	5952	2931	2949	68	169	4	2	5574	3440	77	225	0,827048553	1

4545337			4545183	-	-	predicted RNA	-	12	14	16	23	24376	23658	35069	47102	81	210	16	21	20556	33407	56	174	0,321125586	1

4547079			4547117	+	-	predicted RNA	-	6	5	7	6	12989	8334	15222	13303	123	319	10	9	13065	14165	116	349	0,888948912	1

4576166			4576135	-	-	predicted RNA	-	4	5	3	3	8698	8599	7358	6865	96	246	8	7	10605	11535	115	345	0,674677374	1

4592479			4592830	+	-	predicted RNA	antisense: SCO4183	42	50	48	35	82487	82294	102248	71448	94	240	123	94	151841	147786	142	425	0,19262209	1

4593233			4593412	+	-	predicted RNA	antisense: SCO4183	72	96	72	52	140598	156294	154600	105488	304	773	172	140	212095	219967	400	1200	0,541312078	1

4626320			4626349	+	-	predicted RNA	-	2	1	1	3	4523	3153	3060	7182	58	149	2	2	3430	4059	41	124	0,324583639	1

4631072			4630995	-	-	predicted RNA	-	11	15	8	4	22570	25428	17866	8205	94	237	35	11	43244	18477	138	395	0,311875151	1

4637261			4637312	+	-	predicted RNA	-	17	24	18	16	33734	39152	39863	33426	276	702	46	43	56625	68098	397	1199	0,248290901	1

4652823			4652810	-	-	predicted RNA	-	1	1	1	0	2135	2252	2466	1739	60	153	3	2	3831	4625	100	302	0,21897559	1

4711122			4711029	-	-	predicted RNA	antisense: groEL	11	20	8	6	23259	33850	17421	12615	93	231	23	23	29171	36488	115	349	0,470577909	1

4730612			4730585	-	-	predicted RNA	-	1	3	2	2	2553	5172	6348	5302	68	172	5	0	6971	1131	52	144	0,314680245	1

4731394			4731060	-	-	predicted RNA	-	22	29	38	33	44733	48089	80618	67522	69	179	65	31	80309	49506	66	193	0,624919264	1

4753329			4753508	+	-	predicted RNA	antisense: SCO4339	33	40	27	31	65430	65996	59185	62740	138	351	54	38	66545	59666	118	350	0,454477181	1

4785683			4785504	-	-	predicted RNA	antisense: SCO4370	72	96	72	52	140598	156294	154600	105488	304	773	172	140	212095	219967	400	1200	0,541312078	1

4786193			4786102	-	-	predicted RNA	antisense: SCO4370	5	5	9	4	11348	8253	20917	8624	51	133	13	6	16273	10847	50	147	0,90578916	1

4811572			4811796	+	-	predicted RNA	-	22	39	33	30	43452	64709	70813	60963	105	266	60	38	74258	60668	101	299	0,715626007	1

4890533			4890548	+	-	predicted RNA	-	17	24	11	13	34394	39256	24165	26337	771	1939	22	19	27972	30922	612	1840	0,531434534	1

4893890			4893908	+	-	predicted RNA	-	1	3	1	2	3591	5976	3555	5302	96	242	6	4	7459	7484	131	393	0,518563757	1

4913235			4913245	+	-	predicted RNA	-	2	2	1	1	3960	3434	3912	2772	125	319	2	1	2601	2683	80	240	0,349965581	1

4925743			4925724	-	-	predicted RNA	-	44	54	62	63	86554	87981	132296	128263	2117	5438	116	98	142762	154774	2479	7438	0,821866498	1

4962105			4962114	+	-	predicted RNA	-	0	1	1	1	1096	2147	2287	2409	78	198	1	1	2262	1765	68	201	0,464992893	1

4984782			4984032	-	-	predicted RNA	antisense: SCO4566 SCO4567	298	334	185	216	582710	544027	392096	437491	257	651	494	354	608603	555339	260	774	0,253000959	1

5072714			5072840	+	-	predicted RNA	-	53	65	44	50	104873	105647	93572	102269	314	799	109	100	134610	157946	382	1151	0,658089122	1

5073313			5073364	+	-	predicted RNA	-	108	138	101	101	211377	224269	214786	205144	1618	4113	169	160	208176	252281	1467	4427	0,414862581	1

5074107			5074116	+	-	predicted RNA	-	4	5	3	4	8144	9315	8160	9619	347	880	9	6	11545	10289	367	1091	0,912224818	1

5076971			5077048	+	-	predicted RNA	-	501	647	576	565	978254	1051870	1220917	1141864	5517	14079	949	812	1168108	1274038	5216	15654	0,183357326	1

5077475			5077531	+	-	predicted RNA	-	87	102	105	95	170556	166036	222838	193106	1288	3300	150	145	185179	228384	1200	3627	0,520839009	1

5116873			5116973	+	-	predicted RNA	-	7	24	2	2	14658	39731	5546	4726	67	160	16	9	20339	15411	60	176	0,899900628	1

5132996			5133096	+	-	predicted RNA	-	328	435	318	295	640860	708462	674368	595850	2553	6484	564	514	694332	805557	2466	7425	0,178426293	1

5143360			5143420	+	-	predicted RNA	-	176	224	184	185	345044	364443	390482	373820	2370	6040	343	320	422466	502186	2513	7579	0,414690594	1

5123081			5122902	-	-	predicted RNA	antisense: SCO4698	72	96	72	52	140598	156294	154600	105656	304	773	172	140	212101	219967	400	1200	0,541768468	1

5123847			5123484	-	-	predicted RNA	antisense: SCO4698	51	67	54	39	100465	109524	115311	80258	109	278	148	119	182243	187638	169	508	0,19143445	1

5148450			5148493	+	-	predicted RNA	-	18	20	20	17	36015	34100	43468	35342	330	846	31	27	39245	43865	314	944	0,855506211	1

5150372			5150394	+	-	predicted RNA	antisense: SCO4737	0	0	2	1	1184	1295	5506	3004	45	119	2	2	3325	4678	57	173	0,501856458	1

5206859			5206958	+	-	predicted RNA	antisense: SCO4786	11	12	13	12	22133	19805	28642	24895	92	238	21	11	26928	17620	76	222	0,550004272	1

5336557			5336543	-	-	predicted RNA	-	1	2	1	1	2990	3853	3337	2390	82	209	4	2	5815	4021	111	327	0,501963384	1

5351116			5351044	-	-	predicted RNA	-	10	10	5	10	19726	16877	11597	22067	94	240	14	16	18108	26488	100	305	0,800832926	1

5354015			5354025	+	-	predicted RNA	-	2	3	1	2	4883	6105	4030	5423	184	464	5	4	6464	6322	194	581	0,932421255	1

5368637			5368646	+	-	predicted RNA	-	7	8	3	5	14746	13080	7665	10447	454	1148	8	7	10315	11031	356	1067	0,569763337	1

5367913			5367773	-	-	predicted RNA	antisense: SCO4933	15	22	14	18	30385	36344	31405	37491	94	240	22	18	27113	29707	67	201	0,323160318	1

5542447			5542473	+	-	predicted RNA	-	3	3	2	3	7300	5590	6061	7386	95	243	8	6	10173	10603	128	384	0,503325959	1

5558422			5558491	+	-	predicted RNA	-	24	30	15	22	47490	50366	33643	45762	250	633	36	41	44573	65583	258	786	0,885745816	1

5560312			5560376	+	-	predicted RNA	-	18	25	19	14	35909	41026	40417	29379	222	564	33	27	40723	42825	214	642	0,902211975	1

5574683			5574692	+	-	predicted RNA	-	0	1	0	1	1397	2155	1079	2818	74	186	1	0	2274	1077	58	167	0,260971004	1

5583236			5583252	+	-	predicted RNA	-	2	1	2	3	5698	3225	5566	6577	119	309	3	2	4796	4258	89	266	0,386114626	1

5587657			5587667	+	-	predicted RNA	-	1	1	0	1	2019	1938	1663	2586	73	186	1	1	1983	2392	65	198	0,461714771	1

5595592			5595660	+	-	predicted RNA	-	13	11	10	10	26890	18880	21897	21564	125	323	22	14	27818	22093	122	361	0,927997843	1

5605267			5605050	-	-	predicted RNA	-	35	31	39	27	70129	51942	84440	56265	116	301	51	33	63479	53046	90	267	0,261081277	1

5634632			5634578	-	-	predicted RNA	-	3	5	5	6	7271	9741	11448	12308	72	185	9	5	11953	9135	65	191	0,737807567	1

5647143			5647159	+	-	predicted RNA	-	3	4	3	3	7601	7585	7160	8065	175	447	8	5	10519	9219	195	580	0,843205454	1

5675187			5675201	+	-	predicted RNA	-	1	1	1	2	2757	2445	2911	4846	84	215	3	1	4412	2958	83	245	0,599858158	1

5680089			5680098	+	-	predicted RNA	-	2	2	1	2	4552	3322	3921	4744	161	413	2	1	3059	2996	101	302	0,305227051	1

5699833			5699996	+	-	predicted RNA	-	78	98	28	43	152674	160220	60156	87273	280	701	173	138	212911	216994	438	1310	0,179010597	1

5824570			5824610	+	-	predicted RNA	-	4	6	2	3	8707	10031	5110	7535	76	191	6	9	7521	14532	87	268	0,67457721	1

5838301			5838311	+	-	predicted RNA	-	18	20	17	22	36190	32571	37228	44608	1337	3422	30	31	37268	48818	1291	3913	0,904873481	1

5838587			5838599	+	-	predicted RNA	-	31	37	33	40	61595	60992	71040	82761	2079	5315	46	49	56841	77448	1700	5164	0,382276793	1

5841761			5841775	+	-	predicted RNA	-	18	21	15	17	35394	34566	32247	34431	895	2277	30	25	37521	39591	858	2570	0,899758795	1

5844657			5844669	+	-	predicted RNA	-	5	7	6	6	11639	12275	12815	12410	371	944	12	11	15222	17391	416	1254	0,767198151	1

5877928			5877898	-	-	predicted RNA	-	4	4	3	3	9397	7931	7487	7796	103	262	5	5	6483	7912	76	232	0,46651825	1

5889570			5889627	+	-	predicted RNA	-	10	9	8	16	21279	14705	18153	34040	147	380	18	16	22824	26068	140	421	0,911129298	1

5963134			5963165	+	-	predicted RNA	-	12	15	7	8	25201	25066	16004	16429	256	646	18	16	22750	26267	254	765	0,941333989	1

5965010			5965021	+	-	predicted RNA	-	5	5	2	4	9989	8752	6150	9572	282	717	7	7	9443	12055	295	895	0,90186805	1

5971898			5971911	+	-	predicted RNA	-	0	0	1	0	378	1013	3238	390	34	89	0	0	896	428	16	47	0,88128597	1

6034994			6034908	-	-	predicted RNA	-	13	18	19	14	26861	29466	40348	28486	140	359	18	15	23263	24508	91	274	0,225915128	1

6040111			6040069	-	-	predicted RNA	-	5	6	9	6	11639	10892	19916	13284	125	324	17	16	22070	25441	183	552	0,296509135	1

6045456			6045477	+	-	predicted RNA	-	3	5	2	3	5931	8181	4793	6465	114	288	5	6	7218	10121	129	394	0,76979775	1

6054653			6054679	+	-	predicted RNA	-	8	9	8	7	17202	16008	17470	14252	235	601	14	14	17855	23499	252	765	0,805495954	1

6059645			6059937	+	-	predicted RNA	antisense: SCO5561	16	24	43	37	31744	39192	91888	75123	78	203	46	33	56656	52985	62	187	0,331292049	1

6069064			6069119	+	-	predicted RNA	-	21	25	32	23	42393	42217	68564	47874	348	897	68	58	84091	92110	524	1573	0,190617169	1

6074191			6074541	+	-	predicted RNA	-	52	80	104	100	102291	130737	221125	202753	182	467	196	112	241545	176936	202	596	0,94704986	1

6078514			6078530	+	-	predicted RNA	-	3	2	1	2	6212	3780	3892	4707	106	273	3	3	3887	5259	88	269	0,579091915	1

6097090			6097104	+	-	predicted RNA	-	28	32	27	27	54965	53575	57254	55986	1449	3696	57	52	71019	82562	1699	5119	0,729976892	1

6099444			6099459	+	-	predicted RNA	-	15	20	12	14	29346	32579	27008	29853	732	1856	23	20	29091	32344	639	1919	0,700763552	1

6104424			6104475	+	-	predicted RNA	-	6	8	6	9	13416	13144	14707	20132	115	295	7	9	9672	15342	78	240	0,405140842	1

6110664			6110463	-	-	predicted RNA	-	16	23	33	25	32511	38235	69981	51176	92	237	66	42	81860	66883	124	368	0,405774522	1

6125383			6125461	+	-	predicted RNA	-	61	85	63	54	119726	138717	134733	109470	626	1590	109	107	134097	168488	633	1915	0,81080725	1

6126325			6126395	+	-	predicted RNA	-	26	33	18	22	51616	55136	39348	45743	267	675	56	45	69975	71668	333	997	0,503646864	1

6131624			6131684	+	-	predicted RNA	-	5	7	7	4	10571	12324	16361	10038	79	202	11	8	14122	12636	73	219	0,877264224	1

6139903			6140258	+	-	predicted RNA	antisense: SCO5641	41	53	50	39	81574	86171	106645	80202	97	249	133	99	163887	155653	150	448	0,17673486	1

6140661			6140840	+	-	predicted RNA	antisense: SCO5642 SCO5641	72	96	72	52	140598	156294	154600	105488	304	773	171	140	210988	219967	399	1197	0,546777336	1

6219578			6219614	+	-	predicted RNA	-	6	5	9	8	12027	8221	19124	16680	145	378	18	16	22904	25166	216	649	0,287564779	1

6220013			6220064	+	-	predicted RNA	-	11	11	13	11	21522	18204	29573	22783	171	442	17	18	21328	29493	160	488	0,89433521	1

6243387			6243300	-	-	predicted RNA	antisense: SCO5722	4	6	9	6	8814	10007	19976	13573	57	148	10	8	13337	13416	50	152	0,7757361	1

6265281			6265246	-	-	predicted RNA	-	41	59	26	35	81545	96066	56848	71653	845	2125	71	44	88368	70048	745	2200	0,47289952	1

6269833			6269727	-	-	predicted RNA	-	3	14	7	13	7038	23336	16460	28123	69	175	21	9	25939	14196	64	187	0,840542924	1

6285941			6285952	+	-	predicted RNA	-	0	1	1	1	1708	2831	4080	2893	93	239	1	1	2342	3019	73	223	0,843075534	1

6290054			6290065	+	-	predicted RNA	-	1	2	1	1	3378	3370	3466	3953	115	295	2	1	2521	2308	67	201	0,315008683	1

6293039			6293051	+	-	predicted RNA	-	4	7	4	4	9668	12975	8923	8726	308	774	9	7	12002	11788	306	915	0,990648615	1

6293455			6293468	+	-	predicted RNA	-	3	3	4	2	5873	6081	8982	4735	178	458	6	4	7447	7522	178	534	0,943063065	1

6307779			6307806	+	-	predicted RNA	-	3	5	3	3	7329	9170	7101	6158	105	265	6	4	7626	7468	90	269	0,696451318	1

6330362			6330381	+	-	predicted RNA	-	2	2	2	1	4776	4472	5199	3349	87	222	4	2	4969	3378	71	208	0,430657716	1

6421243			6421564	+	-	predicted RNA	-	45	56	58	60	89593	91947	123026	122383	129	331	106	86	131007	135708	138	414	0,9416427	1

6484543			6484484	-	-	predicted RNA	-	5	6	3	6	9979	11117	6407	13712	68	171	7	4	9814	7178	48	141	0,317377355	1

6486278			6486522	+	-	predicted RNA	-	23	31	33	40	45461	51476	70535	82202	99	254	35	45	43399	70522	75	232	0,308385871	1

6532301			6532142	-	-	predicted RNA	-	14	17	24	12	28026	29177	51975	25574	81	210	30	19	37132	29806	70	209	0,617336946	1

6578502			6578516	+	-	predicted RNA	-	1	1	1	1	2504	3097	3575	3246	81	207	3	2	3893	4670	94	285	0,730007362	1

6621084			6621131	+	-	predicted RNA	antisense: SCO6032	1	4	2	5	3213	7006	6318	11675	58	146	6	5	8442	8057	57	171	0,948745171	1

6652201			6652234	+	-	predicted RNA	-	2	3	3	4	4446	5236	8041	8977	76	196	7	6	8992	10274	94	283	0,665212857	1

6818847			6818639	-	-	predicted RNA	-	36	74	184	123	71798	120255	390521	249055	381	994	202	162	248603	254300	402	1203	0,644543818	1

6934001			6933830	-	-	predicted RNA	antisense: SCO6277	17	31	30	25	33220	51202	64771	51335	114	291	69	49	85896	77845	160	475	0,310497398	1

7051551			7051715	+	-	predicted RNA	antisense: SCO6385	11	19	21	14	22007	31871	44854	29853	76	194	40	31	49814	48765	100	298	0,442653355	1

7064411			7064351	-	-	predicted RNA	-	5	7	7	4	10571	11929	16361	9712	77	199	11	7	14122	12353	73	217	0,883149504	1

7172317			7172331	+	-	predicted RNA	-	6	7	8	8	13629	12686	17024	16894	391	1003	10	9	12391	15014	302	913	0,570539782	1

7479905			7480036	+	-	predicted RNA	antisense: SCO6725	20	21	19	14	39957	34928	40348	29342	107	273	29	40	35852	63802	122	377	0,668909235	1

7499183			7499142	-	-	predicted RNA	antisense: SCO6742	5	5	2	2	10164	8157	4743	5079	66	167	12	6	15389	10152	103	304	0,282405497	1

7511162			7511174	+	-	predicted RNA	-	2	3	2	2	5106	4899	5090	5935	158	404	4	4	5828	7346	167	506	0,928181441	1

7512218			7512231	+	-	predicted RNA	-	2	3	1	2	5533	5051	3783	5637	140	357	4	3	5562	5970	137	411	0,919998298	1

7518755			7518461	-	-	predicted RNA	antisense: SCO6762	31	62	37	41	61712	101649	78468	83468	109	275	76	58	94400	91216	105	314	0,742075338	1

8006742			8006998	+	-	predicted RNA	-	25	27	35	34	48859	45378	74180	69336	89	231	41	39	51409	62334	73	221	0,398728	1

8016653			8016827	+	-	predicted RNA	-	30	45	45	42	59897	74386	97078	86649	177	454	68	54	83967	84901	161	482	0,537095868	1

8131785			8131698	-	-	predicted RNA	-	9	9	8	10	18037	14849	18421	21220	80	206	18	16	22367	25342	90	271	0,720544597	1

8243574			8243974	+	-	predicted RNA	antisense: SCO7429	107	102	13	21	209533	166672	27681	43641	111	279	104	89	127960	140975	111	335	0,826902669	1

8623412			8623233	-	-	predicted RNA	antisense: SCO7803	66	88	67	52	129802	143914	143963	106893	286	728	160	128	197323	201368	370	1107	0,577725641	1

	446	1123		+	-	SCO0001	hypothetical protein	8	4	1	3	17464	6990	3981	7005	5	13	3	4	4480	7828	2	9	0,187878385	1

	1252	3813		+	-	SCO0002	hypothetical protein	13	16	10	13	26812	26900	23303	27314	4	10	19	16	23454	26572	3	9	0,590156284	1

	3869	6220		+	-	SCO0003	DNA-binding protein	7	11	7	6	14950	18236	15955	12224	2	6	14	8	17836	13875	2	6	0,773015027	1

	6226	7173		+	-	SCO0004	hypothetical protein	1	2	1	1	2475	4512	2921	3097	1	3	8	5	10092	8034	3	9	0,053688956	1

	7187	9307		+	-	SCO0005	transposase	2	0	0	0	4669	0	1743	1916	0	0	3	1	4004	2652	0	1	0,255384309	1

	9304	10410		+	-	SCO0006	ATP/GTP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	11000	10554		-	-	SCO0007	hypothetical protein	0	1	0	0	0	1641	0	0	0	0	0	0	0	0	0	0	1	1

	11360	11010		-	-	SCO0008	hypothetical protein	0	1	0	0	0	2075	0	0	0	1	0	0	0	1238	0	1	0,443962773	1

	11952	11617		-	-	SCO0009	hypothetical protein	1	0	0	0	2902	0	0	0	0	2	0	0	0	986	0	1	0,517185184	1

	12366	13457		+	-	SCO0010	hypothetical protein	3	4	0	0	6135	7239	1000	1693	1	3	9	4	11829	7285	3	8	0,109914255	1

	14023	13214		-	-	SCO0011	hypothetical protein	3	1	3	2	7630	3225	6655	5674	2	7	3	5	3813	8416	2	7	0,780276907	1

14455	14454	14044	14024	-	-	SCO0012	hypothetical protein	4	7	6	7	9270	12718	12964	15238	12	30	8	11	10791	17307	11	34	0,931794001	1

	15029	14739		-	-	SCO0013	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	15595	15317		-	-	SCO0014	hypothetical protein	0	1	1	3	0	1665	3822	7312	4	11	0	2	568	4655	2	9	0,602870618	1

	17302	16070		-	-	SCO0015	Na+/H+ antiporter	0	0	0	0	0	0	1396	0	0	0	1	0	1823	76	0	0	0,723326557	1

	17715	17918		+	-	SCO0016	hypothetical protein	0	0	0	0	1786	378	1535	0	1	4	0	0	0	0	0	0	1	1

	17919	18263		+	-	SCO0017	hypothetical protein	0	0	0	0	106	434	49	0	0	0	0	0	0	0	0	0	1	1

19360	19351	18485	18485	-	-	SCO0018	hypothetical protein	23	21	20	20	46597	35121	44399	41166	18	48	40	26	50061	42160	17	53	0,813811163	1

	19771	19517		-	-	SCO0019	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	19974	21620		+	-	SCO0020	transposase	0	3	0	0	1902	5824	0	1981	0	1	6	1	7441	2331	1	2	0,188335447	1

	21617	22210		+	-	SCO0021	hypothetical protein	0	0	2	0	0	1214	4258	1441	1	2	3	1	3733	2354	1	5	0,522008562	1

	22761	22156		-	-	SCO0022	IS element ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	22843	23061		+	-	SCO0025	IS element ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	23316	23831	23831	+	-	SCO0026	hypothetical protein	11	14	9	13	23211	23851	19956	26765	17	45	8	9	10920	14196	8	24	0,036152458	0,560534605

	24345	23977		-	-	SCO0027	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	389	1207	0	2	1	1

	24521	24378		-	-	SCO0028	hypothetical protein	0	0	0	0	0	0	0	0	0	0	1	0	1625	542	2	7	1	1

	24644	24943		+	-	SCO0029	hypothetical protein	0	2	3	3	1155	3740	7021	7489	6	16	3	3	4245	6031	5	17	0,752357007	1

	25251	25871		+	-	SCO0030	hypothetical protein	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	1	1

	26385	25843		-	-	SCO0031	hypothetical protein	2	7	5	1	4485	11511	10983	2418	5	13	9	2	11501	4173	5	14	0,782919783	1

	28773	26527		-	-	SCO0033	neuraminidase	0	1	1	0	863	1761	3416	1395	0	0	7	3	8702	5121	1	3	0,012911001	1

	29040	29519		+	-	SCO0034	hypothetical protein	0	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	0	1	1

	30054	29605		-	-	SCO0035	hypothetical protein	0	0	0	0	0	16	0	0	0	0	0	0	148	0	0	0	1	1

	30355	30116		-	-	SCO0036	hypothetical protein	0	0	0	0	0	1085	0	297	0	1	2	0	2509	0	1	5	0,13785264	1

31131	31131	30379	30379	-	-	SCO0037	sigma factor	15	15	14	9	29463	24599	30206	19350	13	34	31	15	38689	25059	14	42	0,908937252	1

31283	31274	31146	31132	-	-	SCO0038	sigma factor	10	22	16	14	20299	36280	34089	29146	92	232	41	21	51205	33934	112	329	0,589293903	1

	31520	32137		+	-	SCO0039	hypothetical protein	0	0	3	0	0	1150	6734	0	1	3	0	0	0	0	0	0	1	1

	32134	33357		+	-	SCO0040	glycosyl transferase	0	0	0	0	0	997	0	0	0	0	0	0	556	0	0	0	0,438972932	1

	33360	33845		+	-	SCO0041	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	1	1

	33842	34777		+	-	SCO0042	hypothetical protein	0	0	0	0	1727	0	0	1553	0	0	0	0	0	0	0	0	1	1

	35907	35179		-	-	SCO0043	hypothetical protein	0	1	0	4	1349	2389	772	9024	1	4	4	2	5550	3715	2	6	0,769260228	1

	36674	36006		-	-	SCO0044	oxidoreductase	0	0	1	1	0	0	2119	2837	0	1	3	1	4462	2836	1	5	0,109306171	1

	36817	36689		-	-	SCO0045	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	6,06E-40	1

	36816	37478		+	-	SCO0046	hydrolase	1	1	0	0	3349	1978	0	1646	1	2	1	0	1792	779	0	1	0,720724057	1

38768	38768	37614		-	-	SCO0047	transcriptional regulator	25	31	25	32	49820	51057	54580	66043	18	47	33	28	40741	43964	12	36	0,136922986	0,93712449
