Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_overexpression Replicate 1	Raw Counts TopA_overexpression Replicate 2	Raw Counts TopA_overexpression Replicate 3	Normalized Counts TopA_overexpression Replicate 1	Normalized Counts TopA_overexpression Replicate 2	Normalized Counts TopA_overexpression Replicate 3	RPKM TopA_overexpression	Expression TopA_overexpression	pValue wildtype vs TopA_overexpression	qValue wildtype vs TopA_overexpression
7499318			7498993	-	-	predicted RNA	antisense: SCO6742	31	36	16	21	61256	59962	34039	43762	60	152	81	63	30	67043	70115	61510	85	203	0,111897537	0,666672909

5329457			5329429	-	-	predicted RNA	-	1	1	0	1	2980	1898	960	2325	27	70	5	3	2	4370	4196	4283	61	147	0,113562944	0,671829913

1181996			1182193	+	-	predicted RNA	antisense: SCO1125	9	13	27	24	18493	21518	57462	49251	71	185	49	18	6	40153	20153	14106	58	125	0,114413086	0,672649928

2845999			2845908	-	-	predicted RNA	-	24	29	27	27	47577	48708	57621	55577	222	569	38	32	18	31846	35939	38382	155	384	0,114351294	0,672649928

6334424			6334458	+	-	predicted RNA	-	0	1	0	1	1611	2751	2109	2288	24	62	3	4	3	3022	4567	6162	49	130	0,116084246	0,67806522

4071132			4071257	+	-	predicted RNA	antisense: SCO3689	4	7	8	4	8406	12637	17846	10010	37	97	23	18	10	19467	20513	20464	65	159	0,116520911	0,679664603

3954177			3954077	-	-	predicted RNA	-	40	48	46	48	79011	78617	99584	98334	343	880	84	49	23	68960	54135	47404	243	562	0,116795641	0,680791354

744245			744399	+	-	predicted RNA	-	4	6	15	13	8756	10803	32861	27621	49	129	35	27	15	29442	30697	30768	80	195	0,1218508	0,698070436

1752269			1752220	-	-	predicted RNA	-	4	5	3	3	8756	9259	7893	6484	63	161	24	11	5	19700	12623	10740	127	287	0,122780094	0,700988679

5609887			5609877	-	-	predicted RNA	-	0	0	0	0	533	699	1010	548	24	63	1	1	0	1218	1188	1790	49	127	0,123202762	0,701181968

6110673			6110463	-	-	predicted RNA	-	17	24	33	26	33608	39498	71763	52628	90	234	73	58	34	60270	64585	70442	125	308	0,123268844	0,701181968

1634538			1634563	+	-	predicted RNA	-	0	1	0	0	1262	2815	1386	1014	25	62	4	2	1	3413	2504	3900	51	125	0,146089872	0,78570371

6438952			6438889	-	-	predicted RNA	-	3	3	1	3	6843	6081	2644	6977	34	88	7	9	7	5970	10129	14524	59	159	0,146499121	0,785969378

3404411			3404430	+	-	predicted RNA	-	1	1	0	0	1980	1995	495	483	24	61	1	1	2	1417	1929	4399	45	129	0,147259593	0,788944687

4759670			4759584	-	-	predicted RNA	antisense: SCO4345	1	3	2	5	2271	6137	5566	10363	27	69	9	8	7	7384	9388	15994	47	125	0,147886502	0,791795145

163179			163144	-	-	predicted RNA	-	3	3	0	0	6339	5687	683	1358	39	97	5	8	3	4844	8962	6999	76	192	0,148924172	0,795310341

5610103			5610087	-	-	predicted RNA	-	0	0	0	0	679	1045	1931	790	25	65	1	2	1	1609	2294	3063	52	136	0,149738372	0,798126558

510500			510328	-	-	predicted RNA	antisense: SCO0488	11	13	5	10	23327	22283	10904	20587	44	111	8	3	15	6665	3499	30715	25	78	0,153923495	0,814194811

204170			204133	-	-	predicted RNA	-	10	9	0	0	20910	14672	1079	1255	100	249	14	17	8	11571	19285	17098	167	420	0,155787437	0,820284236

4134470			4134383	-	-	predicted RNA	-	20	29	17	17	39141	47172	37951	35166	179	452	38	18	15	31646	20645	31338	131	316	0,1564536	0,822884815

1967203			1967146	-	-	predicted RNA	-	11	12	8	9	21609	19789	18490	19266	134	341	43	27	10	35442	29829	21960	219	501	0,158021984	0,826674241

6243387			6243300	-	-	predicted RNA	antisense: SCO5722	4	6	9	6	8814	10007	19976	13573	57	148	17	8	1	14681	9438	3767	49	105	0,165250298	0,847783797

4219200			4219224	+	-	predicted RNA	antisense: SCO3836	3	2	0	1	7581	4183	1119	2130	59	150	2	2	1	2153	3262	2057	41	99	0,166423427	0,852230887

205923			205912	-	-	predicted RNA	-	0	1	0	0	1640	2083	515	539	40	99	1	2	1	1555	2217	3535	75	202	0,16833387	0,857280544

3033315			3033349	+	-	predicted RNA	-	5	6	2	3	10727	10691	4357	6902	93	233	6	3	3	5376	3649	7979	63	161	0,171623408	0,864491306

1359805			1359823	+	-	predicted RNA	-	0	0	0	0	1475	764	1505	595	21	57	2	1	1	1875	2051	2707	45	116	0,173187029	0,868745271

6749994			6750125	+	-	predicted RNA	-	26	37	19	21	51626	61113	41239	44004	148	374	88	55	27	72158	60980	55018	203	475	0,176196763	0,878126275

1751174			1751161	-	-	predicted RNA	-	1	1	0	1	2223	2139	1990	2065	58	150	6	3	1	5093	4074	3036	127	290	0,176614016	0,878536711

5143367			5143457	+	-	predicted RNA	-	274	343	296	299	535666	557437	627572	603767	2502	6385	530	420	197	434619	462628	398432	1987	4746	0,177935013	0,882312669

3993329			3993216	-	-	predicted RNA	-	6	5	4	7	11727	9508	9705	14903	39	100	16	15	11	13559	17444	23279	61	158	0,184564657	0,898469639

151587			151622	+	-	predicted RNA	-	2	3	0	0	3931	5542	465	893	30	75	5	5	2	4627	5855	5200	59	145	0,186506277	0,902169952

677058			677188	+	-	predicted RNA	-	10	10	14	12	19638	17086	31454	25676	69	179	56	23	13	46482	25511	27972	112	254	0,194552511	0,921117305

4214481			4214471	-	-	predicted RNA	-	2	2	0	0	5106	3861	455	921	94	235	1	2	0	956	2930	1496	65	163	0,195770187	0,924784241

4285060			4285025	-	-	predicted RNA	-	3	5	5	4	7348	8189	11340	10019	100	256	8	5	3	6607	6087	7347	75	185	0,196101209	0,925823975

4545317			4545198	-	-	predicted RNA	-	9	10	12	17	17969	17182	25581	36087	78	201	28	14	6	23068	15824	13669	64	146	0,197552535	0,928997753

2000908			2000961	+	-	predicted RNA	-	45	62	47	60	88175	101914	100505	121722	750	1908	134	106	83	110474	117350	169053	960	2449	0,206761615	0,95161383

3673407			3673240	-	-	predicted RNA	-	23	33	28	25	44908	54742	60810	50720	123	314	68	56	38	56099	61871	78626	154	390	0,207667146	0,951998769

3679827			3679813	-	-	predicted RNA	-	2	4	5	5	5048	7513	12607	10400	230	592	12	6	1	9846	7475	2190	205	433	0,209566312	0,953789535

6289123			6289169	+	-	predicted RNA	-	8	7	5	6	17143	12991	11161	12633	112	286	9	9	5	7841	10803	11434	84	213	0,216605008	0,96990616

5615296			5615011	-	-	predicted RNA	-	22	26	27	26	44568	42860	57541	53186	67	173	47	55	41	38939	61096	83453	80	213	0,217637521	0,970177943

5865746			5865618	-	-	predicted RNA	-	6	9	9	7	13192	14664	21085	15834	48	125	11	4	11	9297	4655	22308	33	93	0,218711614	0,971056299

1465263			1465189	-	-	predicted RNA	-	4	6	6	3	9688	9757	13924	6419	51	132	21	14	6	17900	16012	13634	90	211	0,219738787	0,973028996

5560309			5560376	+	-	predicted RNA	-	19	27	20	15	38481	43898	43111	31575	227	577	28	34	12	23534	37482	25336	174	423	0,225938672	0,992062124

3699948			3699916	-	-	predicted RNA	-	6	6	3	6	11833	10216	7378	12866	126	320	8	7	4	6756	8282	8745	96	240	0,22720505	0,994745596

169573			169561	-	-	predicted RNA	-	5	6	0	1	10814	9894	1693	2325	191	475	9	10	4	7621	11002	9929	294	732	0,348224858	1

185931			185759	-	-	predicted RNA	antisense: SCO0195	14	22	28	14	29094	36972	60275	29444	87	225	56	30	4	46033	33495	8816	81	170	0,280590345	1

231668			231713	+	-	predicted RNA	-	0	3	1	1	1611	5164	2505	2772	26	65	7	2	3	5771	3151	7640	47	120	0,244595284	1

256447			256461	+	-	predicted RNA	-	2	2	0	0	5504	4400	217	753	73	181	3	2	1	2494	3107	2181	72	172	0,656316985	1

606572			606561	-	-	predicted RNA	-	0	0	0	0	1077	1166	495	1162	32	81	2	1	0	2054	1918	1709	66	157	0,229258565	1

647755			647886	+	-	predicted RNA	-	19	24	8	6	37918	40012	17312	12875	82	204	28	32	23	23683	35801	46736	102	268	0,321440436	1

646167			646134	-	-	predicted RNA	antisense: SCO0605	3	2	3	3	6931	3901	7744	6307	70	182	8	6	1	7351	6955	2119	74	161	0,522164091	1

744711			744804	+	-	predicted RNA	-	8	6	9	4	17192	11246	20332	9963	60	156	24	16	6	19721	18356	13954	79	184	0,670724414	1

776015			775968	-	-	predicted RNA	antisense: SCO0732	1	2	2	2	2232	3829	5912	4046	32	83	8	3	3	7114	4290	7667	54	132	0,39964839	1

883040			883030	-	-	predicted RNA	-	0	0	0	0	1805	1295	425	604	37	93	1	0	1	1280	1039	3108	59	164	0,322920148	1

931850			931915	+	-	predicted RNA	antisense: SCO0886	5	2	7	5	10863	4134	15965	10400	59	156	11	9	3	9401	10560	6501	57	133	0,417606063	1

1037875			1038137	+	-	predicted RNA	-	74	92	84	66	145092	150526	179320	135221	227	579	250	152	80	205193	167438	163603	289	679	0,365685943	1

1085235			1085244	+	-	predicted RNA	-	0	0	0	0	844	458	1138	1246	35	92	2	1	0	2228	1177	1424	70	160	0,320440906	1

1135900			1136123	+	-	predicted RNA	antisense: SCO1075	19	19	25	18	38899	32217	53639	37101	70	180	37	32	13	30395	36276	26796	58	139	0,322241551	1

1146485			1146471	-	-	predicted RNA	-	2	2	2	2	4271	3266	4328	4753	107	276	7	6	3	6124	7138	6278	179	434	0,40984882	1

1145927			1145942	+	-	predicted RNA	antisense: SCO1086	1	1	1	1	2941	2445	2555	2772	65	167	3	0	1	2827	652	2840	54	131	0,342686568	1

1181404			1181477	+	-	predicted RNA	antisense: SCO1124	1	7	5	5	3650	11640	11805	11452	51	130	9	5	8	7929	5965	17214	51	140	0,910882249	1

1284539			1284552	+	-	predicted RNA	-	4	3	2	3	7902	6137	4852	6093	175	446	5	4	2	4665	4832	4372	137	330	0,281328643	1

1285296			1285368	+	-	predicted RNA	-	9	17	11	16	18823	28050	23789	32384	139	352	45	20	7	37521	22851	14872	157	343	0,855933793	1

1460727			1460697	-	-	predicted RNA	-	7	12	8	7	15406	20376	17539	15517	219	555	14	14	9	12241	15520	18995	197	502	0,616333818	1

1463071			1462967	-	-	predicted RNA	-	30	43	30	30	59295	70460	63979	62108	240	609	53	52	35	43580	57558	72704	214	551	0,912000365	1

1490329			1490374	+	-	predicted RNA	-	1	1	1	2	3824	2662	2129	4353	27	70	5	2	3	4577	3195	6777	41	105	0,523103571	1

1535759			1535734	-	-	predicted RNA	-	2	4	2	3	4756	7980	4843	6437	92	230	5	4	4	4324	4544	8406	83	221	0,67798392	1

1579004			1578968	-	-	predicted RNA	-	5	6	4	6	10979	11366	9329	12326	117	297	10	14	11	8972	16266	22424	159	429	0,354837922	1

1580866			1580851	-	-	predicted RNA	-	10	13	13	12	20192	22242	28384	25220	586	1500	26	21	20	21434	23935	41766	687	1815	0,510362631	1

1581492			1581477	-	-	predicted RNA	-	13	15	9	8	26851	25364	20223	16996	551	1397	35	27	11	28781	29890	24222	730	1726	0,468256589	1

1581929			1581892	-	-	predicted RNA	-	18	22	12	10	36171	37020	25472	21471	313	790	36	34	20	29667	37504	41553	379	953	0,48605165	1

1609836			1609826	-	-	predicted RNA	-	15	16	15	15	30802	26096	32910	30328	1065	2730	26	23	12	21858	25793	25638	903	2220	0,400913557	1

1623559			1623474	-	-	predicted RNA	-	19	16	10	12	37559	27198	21966	26067	128	327	24	18	14	19663	19965	29584	105	268	0,424537994	1

1626032			1625970	-	-	predicted RNA	-	2	4	4	2	5077	6990	9012	5814	41	106	7	8	4	6548	9504	9083	53	132	0,754805675	1

1652006			1651992	-	-	predicted RNA	-	0	0	0	0	1029	1608	891	558	27	68	0	0	1	586	840	2137	27	79	0,887268652	1

1654267			1654179	-	-	predicted RNA	-	5	10	5	9	11309	17126	12350	19936	67	170	24	11	8	20178	12888	18069	80	191	0,802684481	1

1672005			1671937	-	-	predicted RNA	-	0	2	2	1	1029	3370	5773	3795	19	50	6	2	5	5147	3273	10339	33	90	0,256847438	1

1710811			1710722	-	-	predicted RNA	-	129	151	136	148	251723	245499	289808	299497	1180	3018	247	216	134	202952	237703	272624	1056	2641	0,691109216	1

1711084			1711007	-	-	predicted RNA	-	142	166	111	138	278730	270211	236208	278900	1341	3410	216	217	137	177517	239560	278947	1168	2974	0,698037987	1

1737136			1737152	+	-	predicted RNA	-	2	2	0	2	4659	4472	1089	4084	83	210	1	1	3	1122	1249	6937	58	182	0,524736851	1

1749543			1749527	-	-	predicted RNA	-	0	0	1	1	1621	876	2525	2483	42	110	3	1	1	2632	1741	2573	56	136	0,864552754	1

1758474			1758452	-	-	predicted RNA	-	9	10	6	8	19192	16877	14756	16392	286	730	15	17	7	12877	18771	14667	274	671	0,647678681	1

1760149			1760133	-	-	predicted RNA	-	8	9	5	6	15736	16080	12399	12270	328	830	19	16	9	16116	18539	18924	427	1050	0,506463469	1

1781925			1782024	+	-	predicted RNA	-	19	26	14	15	38811	43681	30038	31844	143	360	58	38	15	48245	42126	30385	175	402	0,635209753	1

1785864			1785847	-	-	predicted RNA	-	1	1	1	1	3688	2646	3882	2735	69	179	3	2	1	2582	2864	3713	67	169	0,65047408	1

1816461			1816491	+	-	predicted RNA	-	1	3	0	1	3300	5719	812	3172	42	104	3	4	2	3234	4556	4826	53	135	0,771919494	1

1880340			1880314	-	-	predicted RNA	-	0	1	1	1	1533	3040	2951	3711	41	104	2	3	2	2253	4257	4933	53	141	0,67680775	1

1908684			1908642	-	-	predicted RNA	antisense: SCO1784	3	3	1	1	5892	6162	2535	2818	40	101	2	1	3	2299	1570	6527	28	80	0,406165576	1

1950946			1950934	-	-	predicted RNA	-	0	0	0	0	1232	1045	316	558	24	60	1	1	0	1338	1293	1959	46	117	0,230142956	1

1997060			1997196	+	-	predicted RNA	antisense: SCO1863	13	11	10	10	25618	19000	22501	21871	63	162	31	18	9	26141	20396	18915	68	159	0,91425484	1

1997273			1997517	+	-	predicted RNA	antisense: SCO1863	20	20	24	26	40190	33681	52530	53660	71	183	67	38	19	55559	42447	39585	80	187	0,75697365	1

2002006			2002084	+	-	predicted RNA	antisense: SCO1868	5	2	7	7	10892	3587	16103	14159	53	141	20	12	6	16640	13656	12886	77	182	0,604792422	1

2007526			2007560	+	-	predicted RNA	-	3	3	5	4	6193	6443	11448	9098	91	237	13	7	2	11442	8520	4363	106	231	0,702511129	1

2061256			2061128	-	-	predicted RNA	antisense: SCO1929	7	10	9	13	14823	16289	21045	27062	59	153	19	16	12	16361	18655	25469	61	156	0,971815079	1

2077625			2077581	-	-	predicted RNA	-	8	6	6	7	15678	10715	13895	15006	119	307	20	9	8	16636	10610	17276	135	329	0,984795439	1

2078006			2077973	-	-	predicted RNA	-	24	32	16	19	47412	53044	34554	38608	506	1276	38	39	19	31679	43436	38712	452	1115	0,655446246	1

2104331			2104303	-	-	predicted RNA	-	6	7	5	6	12231	11431	11963	12261	161	412	21	12	8	17255	14005	17303	230	558	0,455437702	1

2104953			2104931	-	-	predicted RNA	-	5	5	4	3	9853	9524	9329	7079	152	388	14	13	4	11796	14530	9885	221	524	0,554664941	1

2130989			2131009	+	-	predicted RNA	antisense: SCO1995	0	0	1	1	1475	997	2446	2139	32	84	4	2	1	3276	2698	3401	61	148	0,268364257	1

2189420			2189356	-	-	predicted RNA	-	5	5	6	5	10134	8623	14281	11684	66	172	14	9	5	11945	10444	11167	71	172	0,750052316	1

2191395			2191367	-	-	predicted RNA	-	9	13	7	9	18668	21623	15747	19015	256	647	32	16	12	26648	18351	25113	335	805	0,457038138	1

2197965			2197952	-	-	predicted RNA	-	1	2	2	1	3543	3571	4516	3395	104	268	4	2	1	3762	3256	3713	105	255	0,683116132	1

2225264			2225229	-	-	predicted RNA	-	2	2	2	2	4620	4545	5873	5907	56	145	6	1	2	5168	1487	5530	46	112	0,363814352	1

2235854			2235838	-	-	predicted RNA	-	2	2	1	2	4310	3443	4228	4037	91	235	3	3	2	3147	4030	4853	92	235	0,771515791	1

2249659			2249897	+	-	predicted RNA	-	56	75	31	46	111037	123015	66326	93804	164	412	116	77	39	95372	85187	79454	153	362	0,868255086	1

2255414			2255403	-	-	predicted RNA	-	4	7	5	6	9523	12147	11240	12782	375	951	21	10	5	17600	11876	11835	498	1147	0,763133059	1

2301841			2301913	+	-	predicted RNA	-	20	26	13	18	39394	43648	27859	37287	201	507	29	29	13	23900	31980	27927	156	382	0,264197436	1

2308752			2308610	-	-	predicted RNA	-	12	14	12	9	23774	23803	26819	18848	63	163	36	23	14	29555	26213	28364	81	196	0,530182572	1

2331726			2331648	-	-	predicted RNA	-	11	18	13	10	23104	29531	29523	21927	129	329	34	20	8	28540	22376	16760	125	285	0,564550242	1

2348649			2348660	+	-	predicted RNA	-	3	4	1	2	7484	6725	2535	4270	174	437	3	4	2	2461	5009	4479	129	331	0,33451751	1

2362871			2362919	+	-	predicted RNA	-	8	11	6	6	16017	18944	13182	13238	124	313	13	10	6	10648	11555	14141	98	247	0,301150893	1

2401693			2401710	+	-	predicted RNA	-	1	1	1	1	2300	2413	3278	3414	61	158	4	2	1	4004	2698	2716	75	174	0,943233153	1

2407138			2407148	+	-	predicted RNA	antisense: SCO2238	0	0	0	0	941	353	1079	818	27	72	2	0	0	1692	1094	1567	55	131	0,306444672	1

2470315			2470212	-	-	predicted RNA	-	24	29	20	16	48325	48000	42577	32337	162	411	43	35	24	35754	39063	50004	158	400	0,985227875	1

2535410			2535344	-	-	predicted RNA	-	7	8	7	8	14018	14576	16717	16373	90	230	34	19	5	28540	21945	10633	139	304	0,368769596	1

2536609			2536590	-	-	predicted RNA	-	5	8	3	3	11513	13096	7754	6493	193	485	7	8	5	6399	9565	11692	177	460	0,626411328	1

2537334			2537286	-	-	predicted RNA	-	40	47	19	28	79594	76791	41408	58386	518	1307	76	60	19	62523	66117	39682	498	1145	0,800777015	1

2561366			2561434	+	-	predicted RNA	-	124	142	95	115	242558	230810	203218	234058	1297	3299	193	176	113	158428	194255	230091	1114	2815	0,663381254	1

2746950			2746927	-	-	predicted RNA	-	4	4	2	3	8047	6869	4813	6549	107	273	7	5	3	6291	6303	7854	114	284	0,833986157	1

2753818			2753792	-	-	predicted RNA	-	2	4	5	4	4504	7111	11597	9265	117	300	8	4	3	7276	5236	7961	103	252	0,41575371	1

2784077			2784067	-	-	predicted RNA	-	1	1	1	1	2494	3000	2347	2828	95	242	2	1	1	2278	2123	3882	96	251	0,812307969	1

2786705			2786687	-	-	predicted RNA	-	4	3	3	5	7989	5848	6972	11061	163	419	10	6	4	8848	6618	9297	178	434	0,833570074	1

2786908			2786895	-	-	predicted RNA	-	4	4	3	4	9057	7859	6734	9498	232	591	7	6	5	6511	7641	10962	231	597	0,773896852	1

2818632			2818404	-	-	predicted RNA	-	17	21	30	31	34588	34920	64127	64015	83	215	76	47	25	62964	52372	52417	103	244	0,396830044	1

2819481			2819444	-	-	predicted RNA	-	15	22	11	12	30666	37141	25294	25202	309	778	43	31	18	35438	34241	36735	384	933	0,507348791	1

2834907			2834840	-	-	predicted RNA	-	2	3	3	5	5455	5993	7289	11908	44	112	7	6	6	6399	7503	12396	48	128	0,936539974	1

2836074			2835998	-	-	predicted RNA	-	15	14	9	9	30113	24334	19174	19769	119	303	16	11	15	13122	12258	31409	89	245	0,418106261	1

2845850			2845797	-	-	predicted RNA	-	3	2	2	4	6329	3483	5952	8084	42	110	3	3	3	2956	3654	7747	32	88	0,39300289	1

2860936			2860967	+	-	predicted RNA	antisense: SCO2634	4	3	1	0	9008	5196	3426	1748	59	151	1	5	1	1534	5661	3419	43	110	0,294032659	1

2897748			2897758	+	-	predicted RNA	-	0	0	0	0	698	788	1337	1004	33	86	1	0	0	1484	1033	1576	50	124	0,696552629	1

2984093			2984082	-	-	predicted RNA	-	12	14	7	9	24162	23988	16678	18764	688	1741	17	18	12	14191	19971	25514	639	1657	0,836701993	1

3034532			3034609	+	-	predicted RNA	-	10	18	6	10	20337	30705	14707	20197	110	275	17	9	12	14066	9946	25879	80	213	0,29294372	1

3079856			3079832	-	-	predicted RNA	-	0	1	0	1	1941	2461	1733	2083	32	82	1	1	1	889	1625	3642	28	82	0,736553986	1

3153869			3153845	-	-	predicted RNA	-	5	5	6	5	11309	9580	13598	10540	175	450	16	9	4	13193	10588	9039	189	437	0,683277306	1

3163011			3162996	-	-	predicted RNA	-	0	1	1	0	1407	1818	2149	1665	43	109	2	1	1	2054	1741	2600	53	133	0,911505272	1

3166286			3166235	-	-	predicted RNA	-	7	8	6	7	14561	14512	13934	15843	111	282	16	13	10	13771	15100	22067	127	326	0,739544168	1

3166748			3166767	+	-	predicted RNA	-	1	0	1	0	3290	957	3060	1014	39	104	2	2	1	2058	2239	3197	48	124	0,903218109	1

3206788			3206778	-	-	predicted RNA	-	38	51	36	37	74798	82929	77438	76314	2788	7079	88	67	48	72494	73725	97230	2942	7377	0,551246193	1

3226549			3226917	+	-	predicted RNA	antisense: SCOs02	91	204	98	92	178506	332756	208923	186798	246	614	261	274	92	214199	302327	186997	267	635	0,794197534	1

3273898			3273885	-	-	predicted RNA	-	2	2	2	2	5698	3756	4565	4986	131	339	6	4	2	5729	4898	4568	153	361	0,888658911	1

3282858			3282761	-	-	predicted RNA	-	26	26	4	11	51014	43536	8497	24030	129	324	34	30	16	28507	33208	32709	130	321	0,96230376	1

3283864			3283791	-	-	predicted RNA	-	19	21	11	13	37889	34590	24333	26625	164	417	36	33	15	29496	36846	30875	180	437	0,869318048	1

3306788			3306763	-	-	predicted RNA	-	5	7	3	5	10892	11447	7843	11684	159	402	10	9	3	8465	10792	7934	145	348	0,444755573	1

3320745			3320716	-	-	predicted RNA	-	13	14	11	12	25647	23248	23987	25090	319	816	23	13	18	19492	15072	36735	298	792	0,860014034	1

3332597			3332755	+	-	predicted RNA	-	11	12	17	15	22890	19885	36466	31761	67	174	26	17	15	21413	19368	30456	58	149	0,522457342	1

3336499			3336649	+	-	predicted RNA	-	24	22	15	14	47393	37229	31851	30272	95	242	41	28	15	33634	31864	30946	89	212	0,61654284	1

3355987			3355965	-	-	predicted RNA	-	2	3	1	2	5669	6009	3644	5488	89	226	5	3	1	4095	4373	3562	73	174	0,356224261	1

3360062			3359897	-	-	predicted RNA	-	13	24	20	23	26046	39932	43656	46646	92	235	71	42	18	58839	47196	37162	125	287	0,316075024	1

3423937			3423982	+	-	predicted RNA	-	16	29	25	20	32763	48041	53065	40524	373	947	35	33	16	29272	37000	32763	293	717	0,295041839	1

3429963			3429949	-	-	predicted RNA	-	0	0	0	0	1174	1415	1465	1209	34	87	0	1	1	536	1647	2395	36	101	0,947557563	1

3437642			3437629	-	-	predicted RNA	-	3	3	1	2	6426	5172	3902	4763	142	361	5	3	2	4307	4185	4203	125	302	0,46897259	1

3510259			3510188	-	-	predicted RNA	-	7	14	6	6	15513	23264	13073	13080	90	225	16	17	9	13476	19512	19414	96	242	0,890713527	1

3511192			3511319	+	-	predicted RNA	antisense: SCO3202	3	2	10	8	6873	3893	21877	16289	36	95	18	10	11	15035	11080	22931	49	127	0,470676096	1

3650616			3650632	+	-	predicted RNA	-	1	1	2	1	3747	2196	4902	2986	78	203	4	2	1	3775	2537	2627	75	175	0,500105166	1

3652153			3652049	-	-	predicted RNA	-	8	6	11	7	16745	11238	25165	15052	62	162	30	17	4	25081	19103	10089	78	172	0,902498017	1

3673084			3673097	+	-	predicted RNA	antisense: SCO3320	1	0	0	0	2300	1520	2000	1953	53	138	3	1	0	2869	1315	1994	63	147	0,84291078	1

3684663			3684653	-	-	predicted RNA	-	0	0	0	0	1174	1262	1030	1144	41	104	1	1	0	943	1139	1567	42	110	0,725597156	1

3740099			3739048	-	-	predicted RNA	antisense: SCO3374	325	345	268	291	635579	561427	569763	588594	219	559	952	676	248	780074	744841	502573	279	642	0,738290896	1

3741756			3741656	-	-	predicted RNA	-	4	5	6	3	8057	9194	13776	7535	37	95	17	10	9	14727	11987	18861	60	150	0,243418424	1

3763675			3763746	+	-	predicted RNA	-	13	10	13	17	27181	17697	28374	35398	146	377	47	15	5	38827	16874	11470	147	310	0,447011825	1

3770165			3770146	-	-	predicted RNA	-	12	11	9	10	23920	18646	19233	21806	408	1045	25	18	12	20985	20723	25576	452	1121	0,830131572	1

3775637			3775652	+	-	predicted RNA	-	5	6	5	5	10775	9999	11379	11238	265	677	11	8	4	9471	9150	8104	234	556	0,353391951	1

3799249			3799216	-	-	predicted RNA	-	0	1	1	1	757	2533	4149	3023	30	76	5	1	2	4611	2012	5352	47	117	0,477595276	1

3879772			3879881	+	-	predicted RNA	-	4	4	4	6	9154	7786	10379	13619	36	93	9	10	7	7380	11677	16127	40	106	0,928665336	1

3924248			3924211	-	-	predicted RNA	-	34	41	28	26	67177	68095	59522	53456	643	1633	87	52	34	71542	57248	70317	724	1746	0,5467782	1
